Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
0.8124486354,,0.6011721081,0.7095832781,,,0.486147976,0.1766053284,0.9572591533,0.1509448069,0.08999308169,0.8333333333,,0.1403999091,0.7142857143,0.8004157857,0.1810600857,0.02663216202,0.8028700113,0.5792403262,0.6874778095,0.985916145,0.2227590281,,0.0,0.5,0.4733959043,0.2225423308,0.6382795356,,0.7873911152,0.3242382638,0.444098239,,0.5080375009,,0.9171708168
0.6928937223,,0.4783299819,0.3010756536,0.5011655012,0.7418604651,0.808886925,0.7776925209,0.7597352259,0.6156039206,0.554809326,,0.01161260597,0.694973791,1.0,,0.8878232536,0.3101566382,0.977476542,,0.876081271,0.454856496,0.518150869,0.07927129211,0.5,0.5,0.4275674599,,,0.2072282621,0.7457440252,0.111712083,0.606718225,,0.4638137596,0.9498958509,
,0.8507028261,0.3261626225,,0.8787878788,0.9069767442,,0.8489396869,,,0.7753036897,0.6666666667,,0.1428023157,0.6428571429,0.5581187168,0.8468809642,0.3635328467,0.8712135619,0.3397285938,0.9725142894,0.9396699386,0.8320322866,0.5557770692,0.0,,0.6639754198,,0.6552501673,0.06780831508,0.3765435519,0.1358081841,0.7799873257,0.09154102491,0.4456926125,,0.8678037903
0.1641145138,,0.5397172507,,0.09090909091,0.04186046512,0.2285037035,0.7706651708,0.7440186452,0.2083616946,0.1153235035,0.9166666667,0.5876165173,0.09765859363,0.9285714286,,,0.2069661812,0.5214875516,0.5272863335,0.7728573357,,0.03682513478,0.9011411085,0.5,0.5,0.4435071579,,0.4875183143,0.1735579118,0.5253268305,,0.4796849138,0.2205249576,0.4448719451,0.8980204223,0.5761549463
,0.1872319195,,0.4110423429,0.675990676,,,0.9780177437,0.3836239879,0.4073193631,,,0.4308301855,,0.9285714286,,0.6056430827,,0.7453296635,0.03155478847,0.9189130533,,,0.2824715438,0.5,1.0,0.4155614262,0.2198009613,0.7020369415,0.2600228002,0.5721471182,0.4993961176,,0.171402473,,0.9952888445,0.1296358517
0.5927230471,0.1980313897,0.8500605615,0.6833010904,0.004662004662,0.4813953488,,,,0.01050461883,0.6818423927,,0.341618453,0.9003888008,0.07142857143,0.1039582094,0.0465557329,0.4232811317,,0.3509575895,,0.5499533004,0.3069532437,0.8039964537,,,0.4342580326,0.07242312973,0.7298695305,0.2689406248,0.4780723162,0.7962338526,0.7841253359,,0.6934181749,0.9472836043,
0.717769762,0.5950017865,0.6994595414,,0.8904428904,0.7372093023,0.739312013,,0.5802123521,,0.8339811113,0.0,,0.303604514,,0.7283234884,0.1575929683,,0.7626648317,,,0.04131375498,0.6207866554,0.3589595607,0.5,1.0,0.3764633828,,0.76726493,0.07097104119,0.7287973495,0.1927161516,0.6319435936,0.03094022004,0.6347658768,0.9986242321,0.07015916216
0.9879444007,0.4290332982,0.1983296672,0.1038238511,0.5151515152,0.6651162791,,0.0669251086,0.1391506316,0.7121564478,0.8485380943,0.4166666667,0.9725441686,0.2544431603,0.1428571429,0.359856654,0.8076789823,0.7647525703,0.9271012136,0.6199581033,0.4877441455,,0.2852239405,0.131739404,0.5,1.0,0.410675867,0.2654583785,,0.3974488317,0.7748133734,,0.6508556345,0.4235555384,0.4613147515,0.8675316245,0.6467160658
0.5031318019,,,,0.2587412587,,0.7848825616,0.6164507975,0.5590272186,0.6214778619,0.1947188573,0.3333333333,0.529474359,0.9616634225,0.9285714286,0.7793426345,0.1833070652,0.6900651297,,0.9971752678,0.138570707,0.7256487951,0.9815257585,0.1217496997,1.0,0.0,0.4879408401,0.1451292023,0.7024025538,0.1855430902,,0.2252913946,0.5999413809,0.2172258485,0.4698303603,0.3845448479,
0.03308829128,,0.488201138,0.4786714001,,0.03023255814,0.1277254572,0.4803373769,,0.6005997737,0.335750236,0.1666666667,,0.0939529251,,0.3876551688,0.143095745,0.7901975235,0.1746828475,0.9918051146,0.8239642352,0.9156877727,0.7178711017,,0.5,1.0,0.3803639643,,0.5270589156,0.1475134852,0.1874342557,,,0.1009407836,,0.2559781207,0.9430522932
0.9564675832,0.8958222586,0.8142099875,0.4940226143,0.8624708625,0.5744186047,0.4213969825,0.7219605525,0.4659461398,,,0.3333333333,0.6931642755,0.5026970421,0.1428571429,0.1479961602,0.9864580434,0.7168690369,0.7200325285,0.2184324317,0.5943576383,0.001578289005,,0.8665732426,,,0.7308261757,0.2590236208,0.7994652239,0.295811216,0.881943736,,0.5493366241,0.3805266022,0.2766634152,0.9999992193,0.001672343419
0.02209511611,0.9970544919,0.595513618,0.4868227674,,0.3534883721,0.6247931306,0.2024381693,0.6646425009,0.4073193631,0.8698266618,0.8333333333,0.7211284323,0.003799815097,0.4285714286,0.050572736,0.2724090144,0.03038220787,0.8852320781,,0.4730634636,0.5636491454,,0.2550763599,0.0,0.5,0.8792897109,,0.4899039502,0.4042814545,0.2337568053,0.1486829835,0.7073796123,,0.0,0.8502159281,0.6816096043
0.1509538542,0.3518349252,0.3200387007,0.2513776025,0.2237762238,0.6093023256,0.7939272,0.3359073816,0.03755072934,,0.03954249053,0.1666666667,0.3995194697,0.01010635941,0.7857142857,,0.5995642222,0.1731524063,,0.9603430785,0.6128137299,0.1857441416,0.5868532049,0.6195630041,0.0,0.0,0.6769071749,0.08457126176,0.2084055156,0.1941888837,0.3696550406,0.1100314909,0.2912321813,0.2048315942,0.4882570508,0.9490508222,0.4173561805
0.5054041367,0.3083747418,0.2279484996,0.7238380663,0.06293706294,0.8,0.9024060809,0.6535916417,0.540982096,0.9973524978,0.3403492595,0.5833333333,0.6800842869,0.8231491103,0.5,0.9520138517,0.1896134274,0.6631793519,,0.7171905508,0.9282333115,0.1675940566,0.2043241247,0.7869301607,0.0,0.5,0.7329005871,,,0.2495811532,0.678371033,0.1675352076,,0.255515542,,,0.3836328358
0.2810738402,0.4506614321,,0.1928993846,0.2097902098,0.9069767442,,0.1612871343,0.8584345917,0.08858060378,,0.4166666667,,0.1756614309,0.5714285714,0.9752366033,,0.7106278534,0.6468509946,,0.1578933156,,,0.04145455585,1.0,0.0,0.2811077728,0.09915189001,0.5058430313,,,0.08340959619,0.5492409996,0.1587789687,0.701653641,0.2765004918,0.9552232504
,0.8124591507,0.9503241571,0.4231217981,0.7296037296,,0.7089216273,0.6692404011,0.9681481838,0.1797159655,0.4937344751,0.25,0.6530328621,0.1887675874,0.2857142857,0.3776630015,0.627628235,0.9473392849,0.9608244714,0.9407333237,0.6543583384,0.3195428641,0.4696063122,0.2140107533,,0.0,0.6845532758,,,,0.6847576745,0.3718918939,,0.2141445173,,,0.5891094586
0.4438483596,0.8105724569,0.8002524023,0.02033430855,,0.688372093,0.3817775921,0.265172111,0.8942906706,0.2910867425,0.2121648099,,,0.002686958681,0.7857142857,0.8315867585,0.3280411826,0.5135065347,0.8153959715,0.3937392129,0.8140749001,0.5195238693,0.2571498675,,0.0,0.0,,,,0.1211586025,0.4461736246,,,0.1544612405,0.6479010397,,0.6717582201
0.9465655464,0.7749732028,0.3016492695,0.4358391875,0.8857808858,0.06511627907,0.4552806426,,0.1136367278,,,0.0,0.7488747354,,0.3571428571,0.3026829604,0.7050388816,0.04851548874,0.3296044039,0.4327352736,0.3323348652,0.6569223508,0.4341366086,,0.0,0.5,0.6272621303,0.5349274618,0.513502765,,0.7115326116,,0.364687272,,,0.754967984,
,0.5460505791,,0.7554777499,,,0.604697868,0.7580115331,0.649014058,0.4491099408,0.08999308169,0.8333333333,0.233832185,0.2323232673,0.7857142857,,,0.41471522,0.6615150757,0.9061672442,0.8544893561,0.7497354803,0.7720016695,0.7109617915,,0.5,,0.352873193,,,0.7908656694,0.501312827,0.5739452972,0.343653602,0.7355095354,0.7988170179,0.7686634184
0.6622078497,0.2280010632,0.64897192,0.3158474964,0.07226107226,0.04651162791,,0.3141542037,0.7342673942,,0.6648084349,0.1666666667,,0.0308989393,0.9285714286,0.3578234265,0.9539429283,0.2836762121,0.5206818466,0.005291102884,0.3333340001,0.7117887737,0.6339395847,0.3220010868,0.5,0.5,0.306549143,0.2195010253,0.7316662998,0.1052728953,,0.3165047141,0.5828816567,,0.5345867105,0.9200157603,0.5157532377
0.6684162005,0.4102831348,0.4259466608,0.3300449732,0.01864801865,,0.3731250662,0.03536313763,0.2701935828,0.8326598818,,,0.6945327475,0.4946786867,0.5714285714,0.009802177869,0.6239413462,0.7084368528,0.3908970349,0.7830737408,,,0.9810897056,,1.0,0.0,0.2853802641,,0.6260456096,0.137359076,0.6279334609,0.1626662627,,,,,0.4277585939
0.3449583405,0.06895408319,0.2298627951,0.4819413321,0.5687645688,0.9674418605,0.03328814354,0.6902196089,,0.4313561503,0.9364191394,0.5833333333,0.2135217059,0.5165597557,0.5714285714,0.69826913,0.4243985525,0.2889169387,0.1817853121,0.2665396767,0.7662404425,0.5095993093,0.6590312958,0.4281341875,0.5,1.0,0.07383621498,0.2651031464,0.8447593153,0.07453265676,,0.2563847728,,0.05170614446,,,0.565035756
0.2093763065,0.2205893631,0.6734146805,0.9332008579,0.8881118881,0.5279069767,0.9206590161,0.3277206623,0.9333447512,0.4098637844,0.556382215,,0.8601491672,0.9561338829,0.0,0.8155878421,0.8863953602,,0.3956936069,0.3516315727,0.1526136028,0.136840568,,,1.0,0.0,,0.06917135749,0.5056500762,0.05042964337,0.4552765255,0.1003454412,0.5538034387,0.05367963254,0.4490932119,0.978652399,
0.7795200123,0.3760269627,0.04223751926,0.7185859334,0.9417249417,0.8465116279,0.8399319448,,0.2348843591,0.8294117887,0.2454147431,0.25,0.4135034262,0.4849171358,,0.9711717972,0.5367236956,0.7208975432,0.243160015,0.5619472734,0.6618283468,0.3504250212,0.8135327086,0.2114225247,1.0,0.0,,0.1521068874,0.6852781077,,0.6240916696,0.409700314,,0.1025371126,,,0.6304598089
,0.5170050806,0.343351587,0.6645149423,0.627039627,0.4093023256,,,0.5516081151,0.01690397493,0.5188811763,0.25,,,0.2857142857,,0.03144369434,0.02784438227,0.1071900413,0.5690528452,0.3306716407,0.5164570156,0.758720058,0.4300411829,1.0,0.5,,0.2034278816,0.4826208155,,0.3734069282,,,0.2093339225,0.4550136914,0.828556957,0.7210127331
0.3725834092,0.9044714207,0.7619772208,0.3315513388,0.3682983683,0.3395348837,0.2755034253,0.5684707517,0.9787738022,0.7301709028,0.3724453068,,,,0.8571428571,0.3229161538,0.945683977,0.2590432964,0.0580858251,0.2900428189,0.3174158511,0.1756401329,0.8784712545,0.4007324258,0.0,0.5,0.7368122116,0.3052324706,0.2603164704,0.2485958461,0.5051768979,0.3748757693,,0.275733214,0.4990968575,,0.1416839888
0.3685483292,0.09836820594,0.1297011189,0.4078781994,0.3962703963,,,0.7525749031,0.0768622125,0.359149449,0.9364191394,,0.3606869154,0.2910503683,0.8571428571,,0.1312780747,0.3009524349,,0.2665396767,0.9691168308,0.492254357,0.6590312958,0.4281341875,0.0,0.5,0.3091583792,0.1729521439,0.6195103699,0.1931636051,0.5451487819,0.385192105,0.6103272239,0.160872524,0.6005271328,,
0.6032428736,0.6572652962,0.6314675419,0.6220536525,0.02797202797,0.2604651163,0.9743289917,0.03048279224,0.3890574859,0.5587312418,0.8005009516,0.9166666667,0.2037283038,0.9915759112,0.7142857143,0.1307263294,,0.07616811677,0.3557172526,0.7043712204,,0.5703593793,0.1657894491,0.0539638506,1.0,0.0,0.2927711142,0.2392821597,0.4127289422,0.3328359667,0.6243727717,0.3383156241,0.3205394251,0.3549157655,,0.9048341467,0.5584401517
0.4037968829,0.72312311,,0.5456965095,0.4032634033,0.8906976744,,0.7423714552,0.8654455569,,0.5235532875,0.6666666667,0.2987212987,0.7568730751,,0.7390067079,0.4837989174,0.9330377539,0.2585604904,0.1080407373,,0.2779113037,0.0,0.5438290625,0.0,,0.3790247949,0.322432126,0.4318057164,0.2408663165,0.4963824325,0.1515266351,0.4404255658,0.2651910399,0.6028074504,0.9719343625,
,0.49931286,,0.8888532952,0.2587412587,,0.1360740458,0.9425764724,0.1981989832,,0.4865663662,0.75,,0.6737435572,0.9285714286,,,0.7979994197,,0.7914051198,0.2352857636,0.3156045868,,0.6353775096,,0.0,0.4451520081,0.1959711698,0.4383628596,0.2404705094,0.6672135125,0.6437259355,0.3158147355,,0.8592016039,0.9284912944,0.4896518581
0.193170205,0.2947817448,,0.6733496675,0.2354312354,0.1720930233,0.7525716933,,0.8435392955,,,,0.3951130648,0.1687587792,0.1428571429,0.2055506805,0.8546773021,,0.7453296635,0.2945356715,0.3667245078,0.8374653452,0.8504225179,0.07265915461,0.0,0.0,,0.2400831198,,,0.2063846111,,0.3182626053,0.1183185211,0.6479214418,0.8503153993,
,0.8528465983,0.9869042591,0.06406370833,0.7832167832,,0.2066866864,,0.7232291304,,0.3255504861,0.25,,0.7447614852,0.1428571429,,0.7116556554,0.2466459683,0.7574590266,0.5075490441,0.5553314697,,,,0.5,1.0,0.5326735921,,,0.3947912671,0.6977483156,,0.6389317621,0.4037339492,0.7415461408,0.3666759463,0.9909314542
0.02587233421,0.4935107319,0.1362901146,0.7811127434,0.009324009324,,,0.2411203157,0.9683515017,0.2200151986,0.4233294186,0.75,0.1342066681,0.3060717018,0.4285714286,0.5094034712,0.3426902072,,0.02980733141,,0.5738825741,0.2378479144,0.3585371692,0.2977300806,1.0,0.0,0.2800049721,0.1945429584,0.3995094099,,0.3179795553,,0.5424213421,0.2566836535,,0.9648422508,
0.7420806546,0.01757980323,0.247320326,0.125406999,0.9324009324,0.7651162791,0.6099299308,0.4366313062,,0.4916897846,0.8060695896,0.4166666667,,0.5546228828,0.7142857143,,0.7930776209,0.5512352308,0.02801951708,0.7903679793,,0.1468763289,0.371997069,0.5135686095,0.0,,0.4003048094,0.268861422,,0.3516417189,0.6408202765,0.8684874211,0.5626388532,0.1424834403,0.3373478233,0.9774128274,0.2815612545
0.08373268503,,0.1817636623,0.3393141644,,,0.1182706705,0.3080557086,0.9715174533,0.649117295,0.7461077554,0.08333333333,0.605592581,0.8190620822,,0.4970476858,0.8863953602,0.09760290533,0.794596522,,0.7655323469,0.6320563049,,0.5135686095,0.0,0.5,0.5467931866,0.09151887388,,0.1707903743,0.3350614657,,,0.1188894299,0.2528967622,0.8211623052,0.7335115681
0.9879444007,0.4290332982,0.1983296672,,0.5477855478,0.6651162791,,,0.1391506316,,0.8485380943,0.4166666667,0.9907825331,0.1801079406,,0.3566414408,0.8468809642,0.7647525703,0.9271012136,0.6199581033,0.4950459212,0.3602159493,,0.131739404,,1.0,0.4583005142,0.3726416359,0.6004212027,0.302277487,0.6950980175,0.7459626789,0.4734777586,0.2694571233,0.4613147515,0.8655714701,0.6508341558
0.5638805369,,0.435090077,0.1602318487,0.2773892774,0.1511627907,0.07524016888,0.8662325911,0.4031003489,,0.5127873576,,,0.7076151038,0.6428571429,0.9006613702,,0.9050499728,0.3676401852,0.7626792796,0.9902226801,0.8266363831,0.3538187967,0.3047500429,0.0,0.0,,0.06416092815,,,0.58017153,0.3144402087,0.277026822,0.07646908624,,0.2760596009,0.9549782788
0.4048506058,,0.6224489322,0.5513618356,0.6247086247,0.3255813953,0.2494122488,0.6775806629,0.001992115669,0.7301709028,,0.4166666667,0.8374798579,0.5720866109,,0.533606205,0.1662965092,0.8060881136,0.1097084949,0.4889843349,0.7044340986,,0.8923729413,,1.0,0.5,0.2505513317,0.2816754012,0.4909444092,0.1753674346,0.6347962527,0.5042112658,0.3989759155,0.1532943286,0.380960976,,0.9796441342
,0.0744119877,0.5021794646,0.7273928789,0.9487179487,0.6302325581,0.8691466611,0.7267447335,,,0.04954450295,0.75,0.3451466819,0.6527577335,0.5714285714,0.2000387517,0.920272281,,0.9143688227,,,0.4502552609,0.18445038,0.4593333524,0.5,0.5,0.5182459305,0.3342083018,0.6769424654,0.2386359718,0.4737709328,0.1941479712,0.72892449,,0.1274713667,0.9258066417,
0.2776016014,0.8040365661,0.6420485572,0.741299794,,0.05348837209,,0.1551806923,0.5720310566,1.0,0.2888764406,0.3333333333,0.1517601706,0.8868617089,0.5714285714,0.3523799316,0.2316629851,,0.9001638934,0.1265153292,0.1259029969,0.4128888989,0.9328145148,0.5943057542,,1.0,,,0.6411325351,,0.4997208521,0.3108286086,0.6692995511,0.3707106362,0.4653818705,0.9811792643,0.2574580956
0.9381818799,0.05174595428,0.8311357498,0.3315513388,0.1165501166,0.4720930233,0.1921247519,0.8471586413,0.1638823119,,0.9310346726,0.1666666667,0.7621475371,0.6181606563,0.07142857143,0.2628064947,0.6672567825,0.7137876297,,0.3961897735,0.9034769694,0.1921207728,,0.432498999,1.0,1.0,0.2428307656,0.2459421788,0.6699554268,,0.6921786846,0.3209663922,0.5526145186,0.1478241789,0.2562370454,0.9793192499,0.2696517023
0.5474007806,0.9998954257,,,0.5454545455,0.5162790698,,0.2007739902,,0.1936096323,0.9778433899,,0.5839738525,0.9945146269,0.0,,0.4282819018,0.5842581446,0.451796572,0.823578609,,0.1206396008,0.3289199089,,1.0,0.5,0.4604088953,0.2788008651,0.6409676811,0.2438123569,0.764536757,,0.4647113084,0.2826131026,0.4283734647,,
0.8173082905,,0.1787990612,,0.6130536131,,0.8820389447,,0.8050460921,0.5113090836,,0.75,,0.3902214478,,0.9674049906,0.5719804461,0.4702160653,0.2537056174,,0.8437309037,0.8982726636,0.8285278614,0.08883486816,,0.0,0.3570759872,0.1313888447,0.753780012,0.1361358177,0.7123334966,0.3245346894,0.6297415475,0.1449344362,,0.005681317689,0.6245798429
0.1587519257,,,0.3936612016,,0.9279069767,0.6068114009,0.948572726,0.540982096,0.64301946,0.5107734389,1.0,,0.2566442797,0.6428571429,,,,0.2595880145,,0.4859883084,,0.5397894945,0.2022879369,0.5,0.5,0.3399602183,0.4925829401,0.3718986265,0.254864354,0.5025474372,,0.369428177,0.3094465037,0.5661179349,,0.06476052058
0.5206465734,0.3215755854,,0.6687171992,,0.1418604651,0.8948377092,0.980954766,0.8723273199,0.760403499,0.8321328916,,0.1936456822,0.077217713,0.9285714286,0.3200179035,0.2045372163,0.2955166193,0.06690979607,0.7067184886,0.6364599221,0.138450356,,0.2463793399,1.0,0.0,,,0.5055813424,0.2703972725,0.6327273629,0.544632496,0.4167567789,0.1834643233,0.8563113425,0.9920496266,0.1681595919
0.9703156427,0.3827223728,,0.255441461,0.0,0.123255814,,,0.2083498592,0.06845754395,,0.3333333333,0.2478662228,0.1933389381,0.5,0.4860075737,0.4821679547,0.6106760421,0.1484473915,0.638389481,0.4025943502,0.4859144746,0.666362852,0.541339301,1.0,1.0,,0.196929443,0.6552376912,0.2323619602,0.7347658986,0.3288022534,0.5034690494,0.2547905046,0.3341669062,,
0.7400249813,0.1265426881,,0.8978204124,0.02097902098,0.009302325581,0.1567063756,0.2849433865,,0.07939769324,0.3984245078,,0.4012570411,0.7619424676,0.1428571429,0.6401710257,0.8955254668,0.5570112018,0.07382334543,0.5173497055,0.4822065979,,0.7376074964,0.6966879254,0.0,0.0,0.4627054239,0.1605590277,,0.2196937733,0.5589539096,0.5182163336,0.6804013296,0.1490814384,0.6488582653,0.9493616548,0.4161417986
0.06583114243,0.04129985795,0.9234675176,0.3364087984,,,0.6167327814,0.1766053284,0.2732884231,0.6811242896,0.7330901413,0.25,0.1620518817,0.7261249826,0.2857142857,0.8124841725,0.9549843092,0.311819064,,0.5045693733,,0.8663298505,0.5651032325,0.15217354,1.0,,0.3245537615,,0.6150760593,,0.268861998,0.4050818115,,0.03795816348,,0.6010245346,0.9584146219
0.5024622398,0.25190543,0.6276750697,0.7519164304,0.3846153846,,,,0.49968158,0.05007456314,0.9410787356,0.75,,0.7639494084,0.0,0.4013274519,0.4299399003,0.3133731071,,,,0.09063540569,,,,0.0,0.7414166414,,0.7663317838,0.1367153447,,0.2434177553,,0.08834901994,,,0.1551061985
,0.8105724569,0.0532923701,0.6552620185,0.9417249417,0.4162790698,0.6562943903,0.6734262255,0.3769916149,0.6484014888,0.01587406475,0.25,0.6453065665,0.945065779,0.2142857143,0.7693637772,0.6420813999,0.674074494,0.8108882772,,0.5866466973,0.9098366015,,0.8249227821,0.0,0.5,0.8036772049,0.2112678758,0.5099093141,0.392787812,0.6775679989,0.3968480478,,,0.5453666753,0.2278035136,0.9237030541
0.09162211983,0.5150477991,0.7159132563,0.02813767766,0.5571095571,0.5558139535,,0.5794635493,0.9940937626,0.4292495884,0.02355829351,0.25,,0.8790108559,,0.5131832343,0.3159771857,0.5301871188,0.1298711372,0.7747070526,0.3147534917,0.4730566929,0.1092232524,,1.0,0.0,,0.1859586376,0.3444801984,0.1924675036,0.3378749033,,,0.135162914,0.4876413161,0.8701944435,
0.8217720382,0.04586321688,0.898259468,,0.3869463869,0.3046511628,0.02401171127,,0.6387409909,0.6108829502,0.3834024664,,,0.007994769595,1.0,,0.2986371929,,0.2839560866,0.4246858408,0.197533667,0.8007642794,,0.6801038151,1.0,0.0,0.2239678787,,0.6862982856,0.1120297145,,0.3212817936,,0.06435071677,0.4369150536,0.866358681,0.6491857242
,0.773442933,0.8903634014,,0.6923076923,0.7697674419,0.3943666064,0.4400872158,0.361287053,,0.05152688379,0.08333333333,,0.3528584328,0.8571428571,0.1092173688,0.1558346367,0.07297499191,0.812654823,,,0.3230532328,0.04376931068,0.7727320826,0.0,,,0.2678927865,0.4104024354,,0.4622041449,0.2603123596,0.4431416635,0.2814465728,0.5473675328,0.9734202792,0.3048760098
,0.1857861805,0.9555238314,0.9405987922,0.6573426573,0.3325581395,0.5546116801,0.8312287345,0.08155254819,0.1605174886,0.7706013422,0.1666666667,0.3675004789,0.3208175948,,0.284057197,0.1529387968,0.5707746538,0.6213849618,0.4698604761,,,0.1115615361,0.4062237602,1.0,1.0,0.2543125639,,0.6016390474,0.2575911487,0.5884543403,0.6227830364,0.5571403858,0.1994131777,0.7966933485,0.8510154653,0.6800690021
,0.5374489111,,0.7892990232,0.9067599068,0.3860465116,,,0.6407451254,,0.006843218706,0.75,0.3917890425,,0.3571428571,0.3533307028,0.1846688709,0.1000723664,0.06901663956,,0.545089087,,0.1107661063,0.6572253046,1.0,0.5,,0.2577960675,0.650209415,0.1829947078,0.8381329124,,0.4181224505,0.1639601129,0.8242924031,,0.002665027371
0.8513911361,0.831683384,0.8511512773,,0.3263403263,,0.4270154798,,0.7532891442,0.01387732423,,0.5,,,0.2857142857,0.1403306262,0.33055051,0.7709453984,0.3357500313,0.2046929553,0.05658563906,0.244654411,0.7385549447,0.1128410456,0.5,0.5,0.3844354836,,,0.3914589847,0.6809679503,0.3385260969,0.4372222794,,,,0.1537585636
0.844229997,0.6724847714,,0.4701885272,,0.888372093,,0.001182689065,0.3350550261,0.3995864095,,0.25,0.01881429972,,,0.8362004488,0.3877353371,,0.4479406981,0.475366069,0.7247198372,0.9624875973,,0.3378290339,0.5,0.5,0.3252383014,0.4562997251,0.7884235794,,0.776429883,0.5247823288,0.6185719526,0.7226967473,0.4253801853,0.6015157561,0.9581521967
0.3605707071,,,0.7981284928,0.6713286713,0.5930232558,0.6037676864,0.5412789203,0.2746695832,0.5875898333,0.01934323122,0.5,,0.09683990484,0.2857142857,0.9104906389,0.1083556796,0.5951106005,,0.2456916246,0.3080085812,0.8843463034,0.9343093629,,0.5,1.0,0.2427074162,0.1289307547,0.7327364485,0.130809905,0.498437058,0.2237217207,0.7715761359,0.1220350354,,0.2684941611,0.9506626709
0.8415239043,0.9622007651,,0.3760823483,0.3543123543,0.4860465116,0.2633813387,0.04633189421,0.02579534392,,,0.1666666667,,,0.7142857143,0.8675704804,0.1064511542,0.4718209649,0.7131990492,0.36019673,,,0.242703448,,0.0,0.0,0.6064661065,0.1971370746,0.5279263597,,0.6403937434,0.3591921508,0.4355459482,0.2841649925,0.2816245159,,0.1756798317
0.5121367386,0.3260006449,0.1729885861,,0.2284382284,,,0.8886495908,0.6209381473,0.2751690438,0.4746931064,0.6666666667,0.1091096668,0.7313108937,0.2857142857,,0.5522008183,0.06369241954,,,0.9796192486,0.03024091458,0.4133043476,0.7357201281,1.0,0.5,0.4770014403,0.2507962184,0.7451176868,0.257037523,0.7852198346,0.4320960543,0.5639042206,0.285496019,0.7815747627,0.9994157336,0.04573738648
0.5459524554,,0.9256346446,,0.8321678322,0.2372093023,0.08682318433,0.4773903375,0.9072970125,0.377110954,0.5783260696,0.75,0.4935529942,0.5555487135,0.5,0.3153949081,0.9954219295,0.8397118017,0.3276750907,,0.3265490841,0.9396699386,0.733250301,0.1873848882,0.0,,0.4677995424,0.2616662809,,,,0.417997112,,0.2212464529,0.8861265115,0.7586278487,
0.906426622,0.8630600169,0.1246691645,0.7067837756,0.3706293706,0.4837209302,0.8294711592,0.2042753108,0.1822450312,0.7802148236,0.1540750441,0.6666666667,0.06992604241,0.8798333256,0.5,0.7436239318,0.4090763753,,0.01244839234,,0.5397081606,0.1526859787,0.1350530531,0.15217354,,0.5,0.3036371295,0.2157141446,0.7008949103,0.1653065697,0.9693267198,0.2865504432,0.372899153,0.22748888,0.4244139671,,
0.1432493212,0.01863948898,0.2995805215,0.6878099261,0.8391608392,,0.2166214268,1.0,0.0328233357,0.1448236837,,,,,0.2857142857,0.6491098299,0.4843278187,0.8109286574,,0.2202690347,0.6288098893,0.7373831138,0.1401210013,0.496630441,1.0,1.0,,0.1116615425,,,0.3799663811,0.1767748666,0.7628150414,,0.1984634224,0.6427703014,0.9328936305
0.907984148,0.7827430698,,0.2931101106,,0.07441860465,0.2936097359,,0.4268358713,,0.05574194608,,0.9120722273,0.3728923324,1.0,0.3700040636,0.34160637,0.1505220717,0.923196547,0.614343948,0.1083486271,0.6496584987,0.4894413856,0.5235076932,1.0,0.0,0.6407009375,0.1813160332,0.5573308722,0.2345779432,,0.3319195242,,0.2086210815,0.2805632186,0.6272356872,
0.8130403212,0.1800058387,,0.3194476076,0.68997669,0.9348837209,,,0.5193685925,,0.6716266236,,,0.1782159019,0.2857142857,0.6171108193,,,0.03260352809,,0.1201952264,0.1603979751,0.8427342518,0.03205113539,0.5,0.5,0.1098865761,0.09940807899,,,0.7809664185,0.2513608376,0.5715303133,0.1250591276,0.6470509386,0.9687610228,0.3298118663
,0.6041947347,0.5429142994,0.3169732038,0.6946386946,0.6651162791,0.07146767293,0.9413724135,0.1920453589,,0.9204905091,0.08333333333,0.3327903684,0.6284844581,0.2142857143,0.7823980118,0.1704820592,0.139438677,0.6092455899,0.5369346912,0.2021692929,0.9575909401,0.7956545394,0.1184464909,0.0,0.5,0.7011946064,0.3251919495,0.4915677926,0.3571997313,0.573390084,,,0.3856250788,0.6323327099,,0.9999368421
0.4848208649,0.488069385,0.7661541256,0.635148697,0.1212121212,0.6674418605,0.6536407842,0.9904944121,,0.7753573924,0.1137416037,0.5833333333,,0.5587237586,0.07142857143,0.4476763703,0.87338611,0.7554066357,0.637238834,0.8314156599,0.78837043,,,0.196593834,1.0,0.0,0.4464771382,0.1302441547,0.7148036393,0.08995033808,0.57978357,,0.6889582806,0.09927377201,,0.4751254878,0.9982059703
0.6770421972,0.2220656029,0.6339597379,,0.4615384615,0.4162790698,0.1243580995,0.9241830196,0.7800750374,0.2844724811,0.0,0.08333333333,0.6357297662,0.6901880775,0.07142857143,0.4176856165,0.3524643678,,,0.4454650136,0.8710785956,0.2862708042,0.8091775135,0.5992420065,,0.0,,0.1334363436,0.6165598358,0.1864763943,0.5785677266,0.3654842922,0.5812694461,0.1450031552,0.5140594015,0.9493877473,0.4160396639
